公司名称 公司规模 岗位 公司位置 年薪 经验要求 basic ID
独匠科技 营销服务｜咨询,天使轮,少于15人 android开发工程师 上海·虹梅路 15k-20k 经验3-5年,本科 android开发工程师,上海·虹梅路 875
卡比特 IT技术服务｜咨询,A轮,50-150人 android开发工程师 武汉·东湖新技术开发区 12k-20k 经验3-5年,本科 android开发工程师,武汉·东湖新技术开发区 876
领格教育 教育,A轮,150-500人 android高级开发工程师 北京·五道口 25k-40k 经验5-10年,本科 android高级开发工程师,北京·五道口 877
中软国际科技服务有限公司 IT技术服务｜咨询,上市公司,2000人以上 android开发工程师 深圳·龙岗区 12k-22k 经验3-5年,本科 android开发工程师,深圳·龙岗区 878
合为信息 物联网,D轮及以上,15-50人 Android开发工程师 成都·高新区 7k-12k 经验不限,本科 Android开发工程师,成都·高新区 879
GamesVessel 游戏,不需要融资,50-150人 android开发工程师 北京·五道口 15k-30k 经验3-5年,本科 android开发工程师,北京·五道口 880
LERKE 物联网,天使轮,50-150人 android高级开发工程师 深圳·南山区 13k-18k 经验3-5年,本科 android高级开发工程师,深圳·南山区 881
丰巢 物联网,物流平台,电商平台,B轮,2000人以上 android开发工程师 深圳·科技园 15k-25k 经验3-5年,本科 android开发工程师,深圳·科技园 882
ApexAds 营销服务｜咨询,不需要融资,15-50人 Android开发工程师 北京·知春路 20k-40k 经验1-3年,本科 Android开发工程师,北京·知春路 883
康冠-KTC 移动互联网,硬件,不需要融资,2000人以上 Android开发工程师 深圳·坂田 10k-18k 经验1-3年,本科 Android开发工程师,深圳·坂田 884
凯维云创 医疗｜保健｜美容,不需要融资,50-150人 android开发工程师 北京·西红门 10k-15k 经验1-3年,大专 android开发工程师,北京·西红门 885
科锐尔人力资源服务 企业服务,上市公司,2000人以上 android开发工程师 上海·嘉定区 18k-28k 经验不限,本科 android开发工程师,上海·嘉定区 886
康冠科技 智能硬件,不需要融资,2000人以上 Android系统开发工程师(J10460) 深圳·龙华区 20k-30k 经验3-5年,本科 Android系统开发工程师(J10460),深圳·龙华区 887
上海移远通信技术股份有限公司 网络通信,不需要融资,500-2000人 软件工程师(Android驱动)(MJ003664) 佛山·南海区 12k-16k 经验3-5年,本科 软件工程师(Android驱动)(MJ003664),佛山·南海区 888
深圳市玥芯通科技有限公司 电商平台,内容社区,不需要融资,150-500人 Android应用工程师 深圳·龙华区 12k-16k 经验1-3年,本科 Android应用工程师,深圳·龙华区 889
杭州凡略科技有限公司 电商平台,内容社区,不需要融资,150-500人 Android开发工程师（外包，短期） 上海·金山区 13k-20k 经验1-3年,本科 Android开发工程师（外包，短期）,上海·金山区 890
重庆睿景信息技术有限公司 其他,不需要融资,500-2000人 2025年Androidapp实习生 重庆·九龙坡区 3k-4k 经验在校,应届,本科 2025年Androidapp实习生,重庆·九龙坡区 891
重庆睿景信息技术有限公司 其他,不需要融资,150-500人 Androidapp开发工程师 重庆·九龙坡区 10k-18k 经验1-3年,本科 Androidapp开发工程师,重庆·九龙坡区 892
无锡科艾思信息科技有限公司 电商平台,内容社区,不需要融资,500-2000人 Android开发 杭州·滨江区 9k-15k 经验1-3年,本科 Android开发,杭州·滨江区 893
卓易科技 社交平台,工具类产品,天使轮,15-50人 Androidframework工程师 上海·徐汇区 10k-20k 经验1-3年,本科 Androidframework工程师,上海·徐汇区 894
卓易科技 智能硬件,未融资,15-50人 Android应用开发工程师 上海·徐汇区 10k-20k 经验1-3年,本科 Android应用开发工程师,上海·徐汇区 895
三文海 软件服务｜咨询,未融资,15-50人 安卓开发工程师 深圳·新安 18k-22k 经验3-5年,本科 安卓开发工程师,深圳·新安 896
恒玄科技 人工智能服务,信息检索,科技金融,上市公司,2000人以上 安卓开发工程师 成都·武侯区 15k-30k 经验3-5年,本科 安卓开发工程师,成都·武侯区 897
中航智飞 软件服务｜咨询,上市公司,2000人以上 安卓开发工程师 成都·青羊区 10k-16k 经验3-5年,本科 安卓开发工程师,成都·青羊区 898
霖感科技 IT技术服务｜咨询,智能硬件,不需要融资,2000人以上 安卓开发工程师 东莞·东莞市 10k-15k 经验3-5年,大专 安卓开发工程师,东莞·东莞市 899
百度 物联网,网络通信,D轮及以上,150-500人 安卓开发工程师 西安·雁塔区 10k-20k 经验1-3年,本科 安卓开发工程师,西安·雁塔区 900
鼎捷软件 智能硬件,未融资,15-50人 安卓开发工程师 南京·双龙大道 12k-16k 经验1-3年,本科 安卓开发工程师,南京·双龙大道 901
华为技术有限公司 人工智能服务,IT技术服务｜咨询,上市公司,2000人以上 安卓开发工程师 南京·宁南 15k-25k 经验不限,本科 安卓开发工程师,南京·宁南 902
蜂助手 软件服务｜咨询,未融资,15-50人 安卓开发工程师 广州·天河区 15k-20k 经验3-5年,本科 安卓开发工程师,广州·天河区 903
致迅科技 医疗健康,未融资,15-50人 安卓开发工程师 成都·武侯区 12k-15k 经验3-5年,本科 安卓开发工程师,成都·武侯区 904
法本信息 IT技术服务｜咨询,软件服务｜咨询,未融资,500-2000人 安卓开发工程师 南京·玄武区 15k-22k 经验3-5年,本科 安卓开发工程师,南京·玄武区 905
上海易宝软件有限公司深圳分公司 IT技术服务｜咨询,上市公司,150-500人 安卓开发工程师 西安·长安区 14k-18k 经验3-5年,本科 安卓开发工程师,西安·长安区 906
华为技术有限公司 智能硬件,IT技术服务｜咨询,制造业,不需要融资,2000人以上 安卓开发工程师 苏州·吴中区 15k-30k 经验不限,本科 安卓开发工程师,苏州·吴中区 907
亿童文教 教育｜培训,软件服务｜咨询,上市公司,500-2000人 安卓开发工程师 武汉·洪山区 11k-12k 经验3-5年,本科 安卓开发工程师,武汉·洪山区 908
百度 工具类产品,人工智能服务,信息检索,上市公司,2000人以上 安卓开发工程师 北京·海淀区 25k-40k 经验3-5年,本科 安卓开发工程师,北京·海淀区 909
爱穿越科技 IT技术服务｜咨询,未融资,少于15人 安卓开发工程师 深圳·东晓 10k-20k 经验3-5年,本科 安卓开发工程师,深圳·东晓 910
悦北科技 社交媒体,工具类产品,信息安全,不需要融资,15-50人 安卓开发工程师 深圳·西乡 12k-17k 经验3-5年,大专 安卓开发工程师,深圳·西乡 911
萌宝科技 在线教育,不需要融资,150-500人 安卓开发工程师 上海·城隍庙 18k-35k 经验不限,本科 安卓开发工程师,上海·城隍庙 912
天品互联 IT技术服务｜咨询,不需要融资,15-50人 安卓开发工程师 北京·上地 8k-15k 经验3-5年,本科 安卓开发工程师,北京·上地 913
深圳市毅悠趣科技有限公司 工具类产品,未融资,少于15人 安卓开发工程师 深圳·龙岗区 10k-18k 经验3-5年,本科 安卓开发工程师,深圳·龙岗区 914
创弘科技 企业服务,未融资,少于15人 安卓开发工程师 大连·七贤岭 12k-15k 经验3-5年,大专 安卓开发工程师,大连·七贤岭 915
臻像科技 智能硬件,A轮,50-150人 安卓开发工程师 深圳·大冲 15k-20k 经验3-5年,本科 安卓开发工程师,深圳·大冲 916
予乐科技 软件服务｜咨询,IT技术服务｜咨询,工具类产品,未融资,少于15人 安卓开发工程师 成都·双流县 9k-15k 经验3-5年,本科 安卓开发工程师,成都·双流县 917
诺禾网络 营销服务｜咨询,数据服务｜咨询,IT技术服务｜咨询,不需要融资,15-50人 安卓开发工程师 杭州·西溪 15k-25k 经验3-5年,本科 安卓开发工程师,杭州·西溪 918
拉扎斯文化传媒 电商,天使轮,少于15人 安卓开发工程师 上海·浦东新区 16k-22k 经验3-5年,本科 安卓开发工程师,上海·浦东新区 919
懒人科技 移动互联网,不需要融资,150-500人 安卓开发工程师 深圳·福田区 15k-16k 经验3-5年,本科 安卓开发工程师,深圳·福田区 920
华为技术有限公司 IT技术服务｜咨询,智能硬件,不需要融资,2000人以上 C++开发工程师-深圳-客户端(华为OD) 深圳·坂田 15k-30k 经验不限,本科 C++开发工程师-深圳-客户端(华为OD),深圳·坂田 921
美团 消费生活,上市公司,2000人以上 客户端C++研发专家 北京·朝阳区 60k-80k 经验5-10年,本科 客户端C++研发专家,北京·朝阳区 922
美团 消费生活,上市公司,2000人以上 客户端C++研发工程师 北京·朝阳区 30k-50k 经验3-5年,本科 客户端C++研发工程师,北京·朝阳区 923
虹宇科技 移动互联网,A轮,50-150人 C++系统研发工程师 北京·海淀区 25k-50k 经验不限,本科 C++系统研发工程师,北京·海淀区 924
CMGE中手游 游戏,上市公司,500-2000人 C++服务器开发工程师 上海·龙柏 25k-50k 经验3-5年,本科 C++服务器开发工程师,上海·龙柏 925
因诺 金融业,不需要融资,50-150人 资深c++开发工程师 北京·西城区 35k-45k 经验3-5年,本科 资深c++开发工程师,北京·西城区 926
像素软件 游戏,上市公司,150-500人 游戏c++程序 北京·朝阳区 9k-18k 经验不限,本科 游戏c++程序,北京·朝阳区 927
北京指南针 科技金融,上市公司,500-2000人 c++高级开发工程师 北京·北七家 15k-30k 经验1-3年,本科 c++高级开发工程师,北京·北七家 928
亚信科技 软件服务｜咨询,IT技术服务｜咨询,上市公司,2000人以上 c++开发工程师 南京·雨花台区 15k-30k 经验1-3年,本科 c++开发工程师,南京·雨花台区 929
51WORLD 软件服务｜咨询,人工智能服务,不需要融资,150-500人 c++开发工程师 上海·徐汇区 25k-45k 经验3-5年,本科 c++开发工程师,上海·徐汇区 930
俊云科技 工具类产品,游戏,不需要融资,150-500人 高级C++客户端开发工程师 成都·高新区 20k-28k 经验5-10年,本科 高级C++客户端开发工程师,成都·高新区 931
粒界科技 游戏,数据服务,B轮,150-500人 高级c++开发工程师 上海·杨浦区 30k-60k 经验5-10年,本科 高级c++开发工程师,上海·杨浦区 932
平安养老保险股份有限公司 金融业,上市公司,2000人以上 08618C-大数据高级开发工程师 上海·浦东新区 10k-20k 经验1-3年,本科 08618C-大数据高级开发工程师,上海·浦东新区 933
上海德雷柏 音频｜视频媒体,上市公司,2000人以上 嵌入式系统开发实习生(C,C++) 上海·浦东新区 4k-5k 经验在校,应届,本科 嵌入式系统开发实习生(C,C++),上海·浦东新区 934
格尔软件 信息安全,上市公司,500-2000人 c++系统架构师（松江） 上海·松江区 30k-40k 经验5-10年,本科 c++系统架构师（松江）,上海·松江区 935
盛趣游戏 游戏,不需要融资,2000人以上 C++客户端开发-彩虹岛 上海·张江 10k-20k 经验1-3年,不限 C++客户端开发-彩虹岛,上海·张江 936
360.0 工具类产品,信息检索,信息安全,上市公司,2000人以上 UX-用户体验设计师-C7638Y 北京·通州区 20k-35k 经验5-10年,本科 UX-用户体验设计师-C7638Y,北京·通州区 937
微博 社交媒体,上市公司,2000人以上 C++中高级开发工程师(MJ006620) 北京·马连洼 30k-45k 经验3-5年,本科 C++中高级开发工程师(MJ006620),北京·马连洼 938
像素软件 游戏,上市公司,150-500人 c++程序员 北京·朝阳区 30k-45k 经验5-10年,本科 c++程序员,北京·朝阳区 939
盛趣游戏 游戏,不需要融资,2000人以上 资深c++开发工程师 上海·浦东新区 20k-30k 经验3-5年,本科 资深c++开发工程师,上海·浦东新区 940
软牛科技集团 工具类产品,软件服务｜咨询,未融资,500-2000人 C++多媒体编解码（音视频开发） 深圳·新安 25k-30k 经验3-5年,本科 C++多媒体编解码（音视频开发）,深圳·新安 941
众合空间 物联网,未融资,15-50人 C#.NET开发工程师 武汉·纸坊 10k-15k 经验不限,本科 C#.NET开发工程师,武汉·纸坊 942
格尔软件 信息安全,上市公司,500-2000人 LinuxC,C++高级软件工程师（桌面方向） 西安·高新技术产业开发区 15k-23k 经验5-10年,本科 LinuxC,C++高级软件工程师（桌面方向）,西安·高新技术产业开发区 943
智周深鉴 IT技术服务｜咨询,软件服务｜咨询,数据服务｜咨询,天使轮,50-150人 C++软件工程师 西安·张家堡 9k-16k 经验不限,本科 C++软件工程师,西安·张家堡 944
远哲视讯 IT技术服务｜咨询,人工智能服务,软件服务｜咨询,未融资,50-150人 c++软件工程师 上海·虹口区 8k-15k 经验1-3年,本科 c++软件工程师,上海·虹口区 945
